Bitcoin,Bitcoin,Bitcoin
Date,Price,Volume
9/5/2015,239.860001,15939620
9/6/2015,239.580002,13744695
9/7/2015,243.240005,18605471
9/8/2015,237.410004,16636258
9/9/2015,238.080002,14447606
9/10/2015,239.899994,10992443
9/11/2015,235.600006,10407178
9/12/2015,230.190002,11983360
9/13/2015,229.910004,14070910
9/14/2015,229.529999,11425472
9/15/2015,228.600006,11866728
9/16/2015,232.720001,12975914
9/17/2015,232.210007,12397851
9/18/2015,231.110001,8004103
9/19/2015,231.089996,7676869
9/20/2015,226.330002,12180039
9/21/2015,230.009995,16390021
9/22/2015,229.889999,10064288
9/23/2015,233.759995,16797644
9/24/2015,235.029999,14510987
9/25/2015,234.300003,9449846
9/26/2015,232.5,8429802
9/27/2015,238.869995,15282768
9/28/2015,236.710007,13637645
9/29/2015,235.929993,11946864
9/30/2015,237.050003,12534482
10/1/2015,236.710007,11378441
10/2/2015,238.580002,10338780
10/3/2015,238.330002,7618430
10/4/2015,240.149994,14631928
10/5/2015,246.139999,19242190
10/6/2015,242.979996,15363142
10/7/2015,242.580002,10762328
10/8/2015,244.039993,9897714
10/9/2015,245.350006,9547124
10/10/2015,247.649994,10232454
10/11/2015,245.350006,9961674
10/12/2015,248.779999,18553307
10/13/2015,252.330002,17511356
10/14/2015,254.440002,15465023
10/15/2015,262.869995,24886162
10/16/2015,269.579987,30715446
10/17/2015,261.670013,13921233
10/18/2015,263.820007,15352671
10/19/2015,269.75,20200355
10/20/2015,267.109985,16006977
10/21/2015,274.420013,25481882
10/22/2015,276.920013,19221822
10/23/2015,282.559998,16875626
10/24/2015,287.859985,32946170
10/25/2015,285.149994,20794049
10/26/2015,294.660004,31003938
10/27/2015,303.540009,35117112
10/28/2015,313.630005,43194878
10/29/2015,327.119995,50796456
10/30/2015,311.23999,33762428
10/31/2015,322.950012,23427549
11/1/2015,359.279999,76864059
11/2/2015,396.48999,163481625
11/3/2015,400.890015,229673024
11/4/2015,382.700012,121763708
11/5/2015,369.809998,94921694
11/6/2015,385.089996,39495095
11/7/2015,371.559998,35907981
11/8/2015,380.220001,47074440
11/9/2015,336.690002,74896052
11/10/2015,304.709991,83078426
11/11/2015,333.850006,54120828
11/12/2015,333.769989,32480298
11/13/2015,331.769989,23836097
11/14/2015,317.450012,28640663
11/15/2015,330.209991,28260517
11/16/2015,333.910004,32944787
11/17/2015,335.920013,26194853
11/18/2015,324.980011,28543062
11/19/2015,321.119995,35090324
11/20/2015,324.700012,14652996
11/21/2015,322.779999,11915632
11/22/2015,322.119995,13839023
11/23/2015,318.350006,16282941
11/24/2015,327.519989,25200934
11/25/2015,353.73999,73395832
11/26/2015,359.519989,36955394
11/27/2015,355.829987,19988111
11/28/2015,370.839996,24546100
11/29/2015,377.970001,48913368
11/30/2015,361.799988,40821470
12/1/2015,359.980011,32881089
12/2/2015,360.309998,31673283
12/3/2015,361.670013,21820610
12/4/2015,386.690002,43438102
12/5/2015,393.380005,52068577
12/6/2015,394.279999,38102878
12/7/2015,410.670013,29543120
12/8/2015,416,61289838
12/9/2015,415.48999,29794270
12/10/2015,449.829987,76433917
12/11/2015,432.290009,91838640
12/12/2015,434.690002,27898250
12/13/2015,442,97068568
12/14/2015,462.649994,48912227
12/15/2015,453.980011,84336145
12/16/2015,455.529999,29344348
12/17/2015,463.179993,38425211
12/18/2015,461.200012,28327900
12/19/2015,441.779999,54316484
12/20/2015,437.589996,53270215
12/21/2015,437.029999,28845536
12/22/2015,442.429993,27877349
12/23/2015,452.980011,36096662
12/24/2015,454.049988,19251958
12/25/2015,415.369995,88564770
12/26/2015,422.390015,28259303
12/27/2015,421.76001,28978639
12/28/2015,431.920013,30163445
12/29/2015,427.149994,29289416
12/30/2015,429.950012,27758278
12/31/2015,433.98999,20334286
1/1/2016,433.720001,14566820
1/2/2016,430.700012,23490162
1/3/2016,433.320007,22943968
1/4/2016,431.200012,19499588
1/5/2016,430.820007,18702334
1/6/2016,457.049988,58253615
1/7/2016,452.869995,41594025
1/8/2016,448.309998,17967113
1/9/2016,446.190002,19778456
1/10/2016,447.720001,25358480
1/11/2016,445.040009,19913400
1/12/2016,432.179993,39525195
1/13/2016,429.130005,19948730
1/14/2016,372.26001,107060613
1/15/2016,385.040009,68297105
1/16/2016,382.470001,25464382
1/17/2016,384.399994,26546465
1/18/2016,379.459991,25417876
1/19/2016,414.579987,76873917
1/20/2016,410.23999,37264942
1/21/2016,382.649994,56548790
1/22/2016,388.609985,23908533
1/23/2016,402.130005,25770175
1/24/2016,392.76001,26793044
1/25/2016,389.779999,22384754
1/26/2016,395.019989,17297117
1/27/2016,379.690002,29717813
1/28/2016,380.290009,51927041
1/29/2016,377.76001,13720656
1/30/2016,369.839996,14718855
1/31/2016,372.179993,27728088
2/1/2016,373.920013,19123252
2/2/2016,368.019989,22266682
2/3/2016,390.649994,38961905
2/4/2016,386.459991,23688228
2/5/2016,376.679993,29801286
2/6/2016,377.940002,15395728
2/7/2016,372.630005,23424062
2/8/2016,375.320007,20801701
2/9/2016,381.880005,37137791
2/10/2016,379.450012,23858467
2/11/2016,384.040009,20685663
2/12/2016,390.100006,18757146
2/13/2016,405.5,29442484
2/14/2016,401.070007,34862753
2/15/2016,406.420013,27726590
2/16/2016,417.140015,37559686
2/17/2016,421.399994,32541108
2/18/2016,419.980011,21991480
2/19/2016,440.059998,48500793
2/20/2016,437.869995,44120520
2/21/2016,437.790009,24563748
2/22/2016,419.899994,39915706
2/23/2016,422.720001,28041199
2/24/2016,423.480011,22692099
2/25/2016,427.320007,22642013
2/26/2016,431.299988,18543436
2/27/2016,432.470001,21876091
2/28/2016,436.209991,30077319
2/29/2016,434.040009,29312670
3/1/2016,425.359985,24894311
3/2/2016,419.559998,33188751
3/3/2016,409.480011,31416610
3/4/2016,399,51725937
3/5/2016,405.959991,25324456
3/6/2016,414.869995,25349627
3/7/2016,411.899994,22204517
3/8/2016,412.76001,21035428
3/9/2016,415.829987,23114636
3/10/2016,419.109985,25469781
3/11/2016,410.359985,24660321
3/12/2016,412.410004,14457108
3/13/2016,414.309998,20471909
3/14/2016,415.130005,20227610
3/15/2016,415.910004,18509954
3/16/2016,418.160004,18409340
3/17/2016,408.160004,27178165
3/18/2016,408.690002,15084656
3/19/2016,411.529999,12577521
3/20/2016,411.109985,17735457
3/21/2016,416.209991,20425092
3/22/2016,416.980011,16946522
3/23/2016,414.73999,16210672
3/24/2016,415.709991,14431200
3/25/2016,416.51001,11696306
3/26/2016,424.570007,26137150
3/27/2016,422.209991,18410749
3/28/2016,415,28765857
3/29/2016,412.440002,17890792
3/30/2016,415.660004,17407273
3/31/2016,415.640015,15852511
4/1/2016,418.51001,13137339
4/2/2016,419.059998,9591214
4/3/2016,419.329987,14031939
4/4/2016,422.070007,17260368
4/5/2016,421.26001,13836754
4/6/2016,420.140015,15200495
4/7/2016,417.690002,19810838
4/8/2016,418.049988,12291880
4/9/2016,420.25,9806327
4/10/2016,421.429993,15374195
4/11/2016,424.73999,24580503
4/12/2016,423.470001,16183793
4/13/2016,424.019989,13038970
4/14/2016,428.670013,23214560
4/15/2016,430.049988,12517265
4/16/2016,426.26001,10980868
4/17/2016,427.690002,13951524
4/18/2016,434.920013,19713466
4/19/2016,441.160004,32655415
4/20/2016,449.339996,28168774
4/21/2016,445.279999,22225157
4/22/2016,450.079987,18998211
4/23/2016,457.559998,33984269
4/24/2016,461.730011,37614684
4/25/2016,466,31451239
4/26/2016,447.01001,41539684
4/27/2016,448.480011,36369788
4/28/2016,454.980011,20264761
4/29/2016,448.529999,15994805
4/30/2016,452.23999,9838490
5/1/2016,444.179993,32863011
5/2/2016,450.269989,22292253
5/3/2016,445.799988,17676609
5/4/2016,448.079987,18765369
5/5/2016,459.559998,31122708
5/6/2016,458.459991,14247601
5/7/2016,457.869995,12689581
5/8/2016,460.440002,22322043
5/9/2016,449.359985,27247925
5/10/2016,452.5,18137209
5/11/2016,454.429993,22252919
5/12/2016,455.410004,14768796
5/13/2016,456.440002,9319128
5/14/2016,458.109985,9745309
5/15/2016,454.869995,16731954
5/16/2016,453.25,15741822
5/17/2016,454.220001,14884550
5/18/2016,442.660004,26626097
5/19/2016,442.109985,21415312
5/20/2016,443.640015,10213550
5/21/2016,439.619995,12691382
5/22/2016,443.690002,15885933
5/23/2016,446.109985,14837671
5/24/2016,449.779999,16954105
5/25/2016,453.299988,17093327
5/26/2016,474.049988,63894987
5/27/2016,524.219971,75400711
5/28/2016,516.049988,80753301
5/29/2016,532.26001,41433165
5/30/2016,528.919983,60896411
5/31/2016,537.400024,38742660
6/1/2016,537.099976,28380698
6/2/2016,567.030029,59464310
6/3/2016,571.950012,50353517
6/4/2016,574.909973,37233994
6/5/2016,583.580017,37131086
6/6/2016,575.580017,49082472
6/7/2016,580.51001,28706216
6/8/2016,574.690002,28010575
6/9/2016,577.890015,26290866
6/10/2016,591.599976,24790441
6/11/2016,666.549988,139684630
6/12/2016,700.070007,149442548
6/13/2016,685.140015,92458349
6/14/2016,690.77002,53863568
6/15/2016,761.210022,169704647
6/16/2016,743.900024,160302360
6/17/2016,753.77002,91056993
6/18/2016,761.039978,45805980
6/19/2016,733.969971,83637617
6/20/2016,667.380005,166828425
6/21/2016,590.559998,129550795
6/22/2016,620.840027,154289129
6/23/2016,656.890015,128990817
6/24/2016,663.52002,67442141
6/25/2016,625.409973,56403088
6/26/2016,644.659973,63747137
6/27/2016,644.890015,49673830
6/28/2016,636.539978,50898093
6/29/2016,670.02002,58215062
6/30/2016,674.570007,62394480
7/1/2016,698.059998,46555796
7/2/2016,661.640015,66591456
7/3/2016,675.159973,42756935
7/4/2016,663.669983,36687264
7/5/2016,672.700012,31708100
7/6/2016,635.25,97639342
7/7/2016,662.780029,49243011
7/8/2016,651.830017,62061207
7/9/2016,647.109985,18955766
7/10/2016,646.710022,29925667
7/11/2016,670.559998,44047499
7/12/2016,661.150024,41791464
7/13/2016,657.25,31748496
7/14/2016,664.200012,23817856
7/15/2016,660.690002,13557557
7/16/2016,676.330017,31614610
7/17/2016,670.380005,28810844
7/18/2016,671.099976,20401885
7/19/2016,664.400024,25075066
7/20/2016,664.619995,21351309
7/21/2016,651.109985,43283429
7/22/2016,655.159973,19544654
7/23/2016,659.289978,19642346
7/24/2016,654,22564554
7/25/2016,654.380005,32177578
7/26/2016,654.539978,19568531
7/27/2016,654.130005,18452583
7/28/2016,655.429993,17757920
7/29/2016,654.73999,12721755
7/30/2016,621.869995,39918066
7/31/2016,607,41229298
8/1/2016,513.429993,75338595
8/2/2016,566.440002,47170751
8/3/2016,576.219971,25725471
8/4/2016,574.659973,15992890
8/5/2016,586.450012,14676841
8/6/2016,590.849976,15491523
8/7/2016,589.23999,14726811
8/8/2016,585.25,15304277
8/9/2016,590.940002,29376783
8/10/2016,587.840027,23640952
8/11/2016,587.140015,15009452
8/12/2016,584.590027,11357750
8/13/2016,569.059998,18970094
8/14/2016,566.950012,19218972
8/15/2016,580.190002,21634083
8/16/2016,572.340027,18886741
8/17/2016,573.390015,17509679
8/18/2016,574.559998,14701426
8/19/2016,582.609985,13416843
8/20/2016,580.659973,8294321
8/21/2016,587.469971,19658058
8/22/2016,583.559998,18772369
8/23/2016,579.659973,16337141
8/24/2016,577.960022,18885349
8/25/2016,579.369995,12329289
8/26/2016,570.349976,10747219
8/27/2016,574.97998,7377921
8/28/2016,574.22998,13760854
8/29/2016,577.320007,15895354
8/30/2016,573.880005,14338795
8/31/2016,571.98999,14860164
9/1/2016,575.289978,15315755
9/2/2016,598.840027,21055514
9/3/2016,609.549988,18646011
9/4/2016,605.76001,15369832
9/5/2016,610.440002,14864563
9/6/2016,613.210022,18429525
9/7/2016,625.570007,22710390
9/8/2016,623.159973,17710151
9/9/2016,624.52002,9600113
9/10/2016,605.609985,22467346
9/11/2016,607.97998,17058938
9/12/2016,608.609985,16850869
9/13/2016,609.539978,14878860
9/14/2016,608.109985,13892193
9/15/2016,607.780029,13353736
9/16/2016,607.080017,9724490
9/17/2016,610.700012,10004923
9/18/2016,609.849976,12981851
9/19/2016,609.23999,13809380
9/20/2016,597.159973,22059386
9/21/2016,595.630005,13463966
9/22/2016,602.919983,15567036
9/23/2016,602.590027,8196210
9/24/2016,601.48999,8038079
9/25/2016,606.539978,16700407
9/26/2016,605.469971,15534315
9/27/2016,604.669983,11485005
9/28/2016,604.700012,15403975
9/29/2016,608.140015,14534745
9/30/2016,613.409973,10415543
10/1/2016,610.690002,10096653
10/2/2016,611.599976,13462741
10/3/2016,608.960022,15300692
10/4/2016,611.820007,14360536
10/5/2016,610.969971,13276337
10/6/2016,616.030029,20167399
10/7/2016,617.650024,8467434
10/8/2016,615.77002,8320759
10/9/2016,617.289978,15597892
10/10/2016,640.450012,35367127
10/11/2016,635.98999,17240000
10/12/2016,635.599976,16387361
10/13/2016,637.919983,20114873
10/14/2016,637.030029,7970927
10/15/2016,640.119995,8306925
10/16/2016,637.369995,17742610
10/17/2016,635.340027,15725013
10/18/2016,629.059998,22379197
10/19/2016,628.340027,13252110
10/20/2016,630.450012,17836383
10/21/2016,655.47998,24154228
10/22/2016,653.030029,14418212
10/23/2016,650.48999,21726106
10/24/2016,651,24179462
10/25/2016,674.669983,31949607
10/26/2016,682.299988,31862181
10/27/2016,686.23999,26829414
10/28/2016,714.950012,38351348
10/29/2016,697.27002,27793236
10/30/2016,698.669983,26687188
10/31/2016,726.76001,49453950
11/1/2016,733.51001,28452232
11/2/2016,684.869995,69067917
11/3/2016,702.080017,33762721
11/4/2016,702.109985,15554565
11/5/2016,709.909973,18363567
11/6/2016,705.400024,21797370
11/7/2016,710.900024,28262235
11/8/2016,721.419983,51548567
11/9/2016,714.570007,23931322
11/10/2016,714.969971,18386841
11/11/2016,704.27002,19677656
11/12/2016,701.969971,25249834
11/13/2016,704.559998,26613445
11/14/2016,711.099976,29562740
11/15/2016,740.280029,58304902
11/16/2016,737.530029,46942756
11/17/2016,746.960022,29666065
11/18/2016,747.890015,19276573
11/19/2016,728.51001,34876785
11/20/2016,736.190002,24010681
11/21/2016,749.340027,33225195
11/22/2016,741.070007,28258203
11/23/2016,735.309998,27531777
11/24/2016,740.390015,21299510
11/25/2016,734.140015,16682481
11/26/2016,729.419983,15735824
11/27/2016,733.299988,25153838
11/28/2016,732.559998,24030304
11/29/2016,742.48999,29210351
11/30/2016,752.630005,40690942
12/1/2016,770.940002,48893613
12/2/2016,764.23999,30234128
12/3/2016,766.390015,14755120
12/4/2016,754.340027,39082688
12/5/2016,758.210022,25497771
12/6/2016,765.559998,26755412
12/7/2016,768.48999,22208497
12/8/2016,770.47998,18722048
12/9/2016,774,14049110
12/10/2016,767.909973,13269086
12/11/2016,778.469971,22442991
12/12/2016,778.73999,25894856
12/13/2016,776.5,19326375
12/14/2016,775.210022,20452116
12/15/2016,782.049988,21650384
12/16/2016,787.169983,18648778
12/17/2016,789.01001,11525747
12/18/2016,789.789978,20238681
12/19/2016,799.099976,27406319
12/20/2016,829.210022,53411082
12/21/2016,860.150024,60511618
12/22/2016,917.169983,91802931
12/23/2016,891.070007,41576781
12/24/2016,891.070007,37173377
12/25/2016,898.380005,35002753
12/26/2016,925.780029,45966615
12/27/2016,972.169983,73811803
12/28/2016,971.080017,59226667
12/29/2016,959.039978,67449149
12/30/2016,963.380005,26379401
12/31/2016,995.440002,40570922
1/1/2017,1017.049988,66038073
1/2/2017,1033.300049,56085870
1/3/2017,1135.410034,170584623
1/4/2017,989.349976,244839289
1/5/2017,886.159973,179160668
1/6/2017,888.869995,113037531
1/7/2017,900.859985,70298340
1/8/2017,899.780029,55963281
1/9/2017,904.369995,48644106
1/10/2017,785.429993,160194109
1/11/2017,810.109985,93986701
1/12/2017,824.830017,72555875
1/13/2017,819.630005,36594482
1/14/2017,821.169983,20004735
1/15/2017,827.340027,27592899
1/16/2017,899.659973,72272727
1/17/2017,872.030029,61042392
1/18/2017,895.210022,52300814
1/19/2017,892.909973,34847130
1/20/2017,919.840027,37129176
1/21/2017,918.840027,44074299
1/22/2017,921.460022,30261054
1/23/2017,893.75,53468911
1/24/2017,894.409973,34014866
1/25/2017,915.559998,30795685
1/26/2017,918.01001,28503144
1/27/2017,918.51001,13251844
1/28/2017,914.549988,10214368
1/29/2017,920.72998,17604172
1/30/2017,965.48999,51869216
1/31/2017,982.429993,44035816
2/1/2017,1003.969971,50633910
2/2/2017,1013.02002,62431017
2/3/2017,1031.849976,40406542
2/4/2017,1016.109985,31669956
2/5/2017,1024.670044,32828350
2/6/2017,1049.560059,41318349
2/7/2017,1055.48999,68336320
2/8/2017,978.960022,145839317
2/9/2017,997.609985,60639111
2/10/2017,1008.320007,28504495
2/11/2017,996.52002,14825023
2/12/2017,995.359985,32785064
2/13/2017,1008.340027,39810076
2/14/2017,1008.190002,23569549
2/15/2017,1031.930054,39114743
2/16/2017,1049.410034,47815360
2/17/2017,1052.280029,26856521
2/18/2017,1048.890015,18876881
2/19/2017,1077.560059,32959720
2/20/2017,1119.030029,62908569
2/21/2017,1120.459961,53647453
2/22/2017,1171.910034,75663167
2/23/2017,1176.48999,126978010
2/24/2017,1149.050049,53003830
2/25/2017,1171.579956,35750258
2/26/2017,1188.829956,42035366
2/27/2017,1189.27002,60371869
2/28/2017,1222.660034,61964760
3/1/2017,1255.469971,98040639
3/2/2017,1283.300049,85876262
3/3/2017,1264.319946,48597934
3/4/2017,1271.219971,32104972
3/5/2017,1277.01001,39591110
3/6/2017,1232.689941,108673876
3/7/2017,1146.969971,116342973
3/8/2017,1191.329956,70427061
3/9/2017,1112.390015,223836041
3/10/2017,1179.219971,82387198
3/11/2017,1225.109985,53441762
3/12/2017,1238.189941,74376298
3/13/2017,1243.140015,56058617
3/14/2017,1253.430054,54486699
3/15/2017,1172.880005,159409024
3/16/2017,1071.709961,183879768
3/17/2017,971.380005,212772055
3/18/2017,1022.599976,108128237
3/19/2017,1047.51001,63833143
3/20/2017,1121.290039,101051998
3/21/2017,1044.719971,120730492
3/22/2017,1035.030029,58898141
3/23/2017,939.700012,130042865
3/24/2017,966.299988,118395054
3/25/2017,969.440002,83255983
3/26/2017,1045.140015,92332221
3/27/2017,1044.420044,83567551
3/28/2017,1041.900024,71261535
3/29/2017,1037.910034,77633883
3/30/2017,1079.109985,96543920
3/31/2017,1086.119995,55020078
4/1/2017,1097.400024,77853933
4/2/2017,1147.560059,111870807
4/3/2017,1141.77002,81164094
4/4/2017,1129.869995,78335573
4/5/2017,1188.699951,108182158
4/6/2017,1190.48999,71184485
4/7/2017,1180.780029,39393003
4/8/2017,1204.339966,54498333
4/9/2017,1206.709961,48473680
4/10/2017,1220.73999,45563707
4/11/2017,1212.530029,54699396
4/12/2017,1176.199951,78456422
4/13/2017,1177.329956,56129576
4/14/2017,1176.98999,33877537
4/15/2017,1176.800049,22538918
4/16/2017,1194.01001,56095607
4/17/2017,1206.089966,64900219
4/18/2017,1215.199951,53034357
4/19/2017,1238.089966,69223360
4/20/2017,1249.640015,52498296
4/21/2017,1240.890015,55776932
4/22/2017,1249.140015,54224355
4/23/2017,1248.180054,49281629
4/24/2017,1264.310059,56659016
4/25/2017,1286.630005,77649710
4/26/2017,1332.910034,83319636
4/27/2017,1329.619995,104536476
4/28/2017,1336.280029,55982468
4/29/2017,1351.910034,55470285
4/30/2017,1415.810059,144414038
5/1/2017,1445.930054,103342244
5/2/2017,1485.550049,122551707
5/3/2017,1516.76001,213084949
5/4/2017,1507.77002,188015771
5/5/2017,1545.290039,92747185
5/6/2017,1554.449951,111708072
5/7/2017,1664.469971,174687869
5/8/2017,1697.5,219169486
5/9/2017,1752.310059,156203600
5/10/2017,1819.290039,198829123
5/11/2017,1686.390015,192159873
5/12/2017,1763.73999,128390095
5/13/2017,1772.550049,72874378
5/14/2017,1708.920044,138499150
5/15/2017,1729.339966,130379207
5/16/2017,1801.300049,170954154
5/17/2017,1880.98999,135901905
5/18/2017,1962,191523926
5/19/2017,2040.180054,179346919
5/20/2017,2044.189941,161036810
5/21/2017,2124.409912,373482496
5/22/2017,2272.580078,251969081
5/23/2017,2445.280029,353734030
5/24/2017,2307.219971,622139030
5/25/2017,2244.889893,441342711
5/26/2017,2052.429932,446034004
5/27/2017,2189.02002,266766116
5/28/2017,2278.209961,204101576
5/29/2017,2192.550049,270069146
5/30/2017,2303.340088,261223035
5/31/2017,2412.649902,290070431
6/1/2017,2492.600098,199765372
6/2/2017,2545.429932,177168595
6/3/2017,2524.060059,149060810
6/4/2017,2704.959961,225611887
6/5/2017,2870.5,538772473
6/6/2017,2691.51001,340329903
6/7/2017,2798.780029,260898606
6/8/2017,2811.429932,189237110
6/9/2017,2900.25,246869682
6/10/2017,2973.449951,241516660
6/11/2017,2656.77002,585158909
6/12/2017,2712.98999,314476276
6/13/2017,2467.27002,448294279
6/14/2017,2442.459961,606264366
6/15/2017,2508.580078,286630757
6/16/2017,2655.100098,246698591
6/17/2017,2539.560059,235239296
6/18/2017,2616.820068,210372750
6/19/2017,2754.379883,300034010
6/20/2017,2677.620117,313234721
6/21/2017,2722.840088,210318780
6/22/2017,2710.370117,155303414
6/23/2017,2590.050049,228007287
6/24/2017,2541.620117,220679135
6/25/2017,2446.050049,401912134
6/26/2017,2583.75,381517099
6/27/2017,2577.73999,279792448
6/28/2017,2558.370117,191733499
6/29/2017,2480.610107,183878856
6/30/2017,2424.610107,160661673
7/1/2017,2536.459961,165839565
7/2/2017,2572.469971,212244951
7/3/2017,2617.320068,210433639
7/4/2017,2627.860107,232257106
7/5/2017,2614.23999,156558009
7/6/2017,2513.879883,229168229
7/7/2017,2564.860107,136973389
7/8/2017,2511.429932,99506518
7/9/2017,2344.02002,297270301
7/10/2017,2324.290039,341998621
7/11/2017,2403.090088,257095280
7/12/2017,2362.439941,208630220
7/13/2017,2234.169922,257704533
7/14/2017,1975.079956,320719096
7/15/2017,1914.089966,364287861
7/16/2017,2233.389893,368366495
7/17/2017,2320.22998,465220151
7/18/2017,2282.580078,357639189
7/19/2017,2866.02002,807416890
7/20/2017,2675.080078,529154789
7/21/2017,2836.530029,341992860
7/22/2017,2756.610107,299869260
7/23/2017,2763.419922,229047365
7/24/2017,2582.580078,534765380
7/25/2017,2559.209961,340465234
7/26/2017,2691.879883,269880857
7/27/2017,2806.75,383479795
7/28/2017,2733.5,230818894
7/29/2017,2766.48999,222933516
7/30/2017,2883.27002,254836601
7/31/2017,2746.98999,341216428
8/1/2017,2720.530029,222534344
8/2/2017,2809.98999,188517085
8/3/2017,2878.48999,195800289
8/4/2017,3262.800049,503737620
8/5/2017,3232.030029,196484496
8/6/2017,3401.909912,294021645
8/7/2017,3429.379883,366169429
8/8/2017,3348.790039,324058681
8/9/2017,3425.669922,242024460
8/10/2017,3654.370117,345135492
8/11/2017,3871.620117,469532325
8/12/2017,4062.600098,638917500
8/13/2017,4327.939941,540927757
8/14/2017,4161.660156,872840682
8/15/2017,4387.399902,472960334
8/16/2017,4278.919922,554232802
8/17/2017,4105.370117,603898315
8/18/2017,4150.450195,462723151
8/19/2017,4066.600098,288193446
8/20/2017,4005.100098,365174045
8/21/2017,4089.699951,659657838
8/22/2017,4141.089844,402340258
8/23/2017,4318.350098,305373477
8/24/2017,4364.410156,362283252
8/25/2017,4352.299805,199403922
8/26/2017,4345.75,185180843
8/27/2017,4390.310059,325285703
8/28/2017,4597.310059,455467850
8/29/2017,4583.02002,313466398
8/30/2017,4735.109863,338981145
8/31/2017,4921.850098,491140364
9/1/2017,4573.799805,747713818
9/2/2017,4612.919922,470135795
9/3/2017,4267.450195,737216060
9/4/2017,4409.080078,673846827
9/5/2017,4618.709961,504717245
9/6/2017,4635.600098,324939872
9/7/2017,4326.450195,786819863
9/8/2017,4335.129883,332195251
9/9/2017,4245.890137,451244396
9/10/2017,4217.899902,375254125
9/11/2017,4158.919922,453402207
9/12/2017,3870.290039,728385231
9/13/2017,3243.080078,1118258889
9/14/2017,3713.76001,1519153953
9/15/2017,3698.919922,627559216
9/16/2017,3689.610107,351250484
9/17/2017,4100.279785,586938661
9/18/2017,3907.959961,488897829
9/19/2017,3882.159912,342438072
9/20/2017,3617.27002,543570164
9/21/2017,3600.830078,414612501
9/22/2017,3788.02002,253370774
9/23/2017,3667.52002,183852135
9/24/2017,3932.830078,386674961
9/25/2017,3892.699951,248481868
9/26/2017,4212.200195,480358673
9/27/2017,4195.649902,386909537
9/28/2017,4172.790039,404599756
9/29/2017,4360.620117,290796939
9/30/2017,4403.089844,262485153
10/1/2017,4401.319824,314621927
10/2/2017,4314.180176,353046057
10/3/2017,4218.660156,272424730
10/4/2017,4321.439941,271914958
10/5/2017,4371.939941,269878225
10/6/2017,4435.810059,176332039
10/7/2017,4611.700195,323063950
10/8/2017,4777.490234,518586828
10/9/2017,4763.359863,475717720
10/10/2017,4824.200195,338533507
10/11/2017,5432.620117,848641969
10/12/2017,5637.259766,1211469140
10/13/2017,5824.709961,434406119
10/14/2017,5688.140137,571166215
10/15/2017,5759.330078,349154669
10/16/2017,5598.580078,368658284
10/17/2017,5575.830078,654722509
10/18/2017,5698.649902,469774559
10/19/2017,5993.109863,729487923
10/20/2017,6006.649902,684989667
10/21/2017,5982.859863,618893096
10/22/2017,5903.609863,801148315
10/23/2017,5513.080078,811951129
10/24/2017,5734,585738379
10/25/2017,5887.609863,547664553
10/26/2017,5764.560059,488283724
10/27/2017,5726.609863,305611140
10/28/2017,6147.52002,966990808
10/29/2017,6124.279785,481600502
10/30/2017,6451.240234,637838767
10/31/2017,6737.779785,869798619
11/1/2017,7024.810059,1663170039
11/2/2017,7152.120117,1120978013
11/3/2017,7363.799805,773371754
11/4/2017,7389.549805,789287755
11/5/2017,6959.22998,1148125488
11/6/2017,7102.75,716798409
11/7/2017,7444.359863,1632547465
11/8/2017,7129.589844,915963933
11/9/2017,6565.799805,1513421266
11/10/2017,6339.859863,878096915
11/11/2017,5878.129883,1629165385
11/12/2017,6522.450195,1135256036
11/13/2017,6597.060059,634604991
11/14/2017,7283.220215,922959468
11/15/2017,7853.680176,1010130763
11/16/2017,7699.950195,917599923
11/17/2017,7780.910156,571121111
11/18/2017,8042.640137,541391321
11/19/2017,8244.69043,617354329
11/20/2017,8099.970215,938345413
11/21/2017,8234.549805,539697375
11/22/2017,8013.410156,555465146
11/23/2017,8200.799805,595710405
11/24/2017,8754.69043,718483679
11/25/2017,9318.419922,782499976
11/26/2017,9733.200195,1025175619
11/27/2017,9906.040039,865328615
11/28/2017,9837.860352,2418792360
11/29/2017,9946.759766,1836210107
11/30/2017,10861.46973,1353669597
12/1/2017,10912.73047,950474241
12/2/2017,11246.20996,1380012064
12/3/2017,11623.91016,1057859226
12/4/2017,11667.12988,1048839303
12/5/2017,13749.57031,2437037791
12/6/2017,16850.31055,4510225316
12/7/2017,16047.61035,4546014731
12/8/2017,14843.41992,2699876215
12/9/2017,15059.59961,2904037859
12/10/2017,16732.4707,2634267594
12/11/2017,17083.90039,2246138895
12/12/2017,16286.82031,2576055941
12/13/2017,16467.91016,1773813863
12/14/2017,17604.84961,2682351213
12/15/2017,19345.49023,2078806368
12/16/2017,19065.71094,2264650369
12/17/2017,18972.32031,2597510049
12/18/2017,17523.69922,3136709262
12/19/2017,16461.9707,3791752510
12/20/2017,15632.12012,2619295475
12/21/2017,13664.96973,6245731508
12/22/2017,14396.45996,2491903154
12/23/2017,13789.9502,2428437693
12/24/2017,13833.49023,1487888106
12/25/2017,15756.55957,2198577125
12/26/2017,15416.63965,2162831128
12/27/2017,14398.7002,2425912717
12/28/2017,14392.57031,1733583750
12/29/2017,12531.51953,2387311023
12/30/2017,13850.40039,1492142483
12/31/2017,13444.87988,1057521524
1/1/2018,14754.12988,1956783037
1/2/2018,15156.62012,1604206990
1/3/2018,15180.08008,1656714736
